OFFs-ID,x-coordinate,y-coordinate,OFF-price,capacity
252, 116.241768785, 40.4906905643, 8607.808413809675, 7
56, 116.64616354, 40.3099970656, 7567.628176494021, 8
192, 116.033269485, 40.430459056, 7314.581787576995, 8
140, 116.215695511, 39.9986586779, 17012.701699510086, 7
58, 116.515674298, 40.2698401126, 10000, 3
177, 116.463486358, 39.8377834084, 20000, 4
100, 116.411304501, 40.0890843555, 7745.144642541929, 13
25, 117.142003378, 40.1593905544, 10707.693378631786, 7
378, 116.593965207, 39.7069273837, 12811.093738252253, 6
223, 116.593965207, 39.8075987121, 14000, 4
414, 116.724464877, 40.0489001184, 11614.507391664181, 7
87, 116.359129829, 39.4850919091, 12669.72077812373, 5
27, 116.515674298, 39.64647925, 11947.993494348173, 5
394, 116.502626803, 40.1292616312, 12696.169234943498, 6
312, 116.789717144, 39.7472066935, 12000, 2
51, 116.398260116, 39.8981320507, 30000, 0
393, 116.698364103, 40.0790389836, 12000, 3
309, 116.359129829, 40.0187568373, 20000, 2
75, 116.776666722, 40.802022284, 8000, 5
470, 116.45044028, 39.5759086053, 14000, 2
170, 116.385216198, 40.0991292923, 13000, 0
384, 116.502626803, 39.9785582781, 19974.276062980683, 6
475, 116.554818584, 39.6364009796, 13000, 2
454, 116.476532816, 40.2598004466, 13000, 5
44, 116.25480644, 40.0288051115, 3767.01996777361, 4
416, 116.202659926, 39.6364009796, 12000, 2
73, 116.346087412, 40.1292616312, 12015.481785738117, 9
80, 116.541770206, 39.8176610831, 12000, 0
29, 116.411304501, 39.8679610629, 15936.232314825404, 3
342, 116.828868045, 40.1292616312, 13000, 4
161, 115.890062714, 39.64647925, 11727.94809147857, 5
383, 116.176590945, 40.0087080307, 19838.877017381714, 5
84, 117.089828303, 40.2095988551, 9117.090994418088, 8
248, 116.424349335, 39.626321649, 14000, 5
430, 116.724464877, 39.9383503123, 12880.079750603332, 6
211, 115.994200755, 39.7270689091, 11451.58744322113, 9
455, 116.424349335, 39.9986586779, 25000, 5
460, 116.4373946, 39.7572742176, 13893.620192065115, 5
169, 116.046294313, 39.857902604, 14000, 5
314, 116.502626803, 40.4003439928, 9000, 5
113, 116.26784475, 39.7270689091, 13932.903468830078, 4
70, 116.150524999, 40.3300747099, 13000, 2
129, 116.424349335, 40.2698401126, 12742.393813719222, 5
469, 116.124462225, 40.1895164372, 11847.690290768121, 8
288, 116.385216198, 40.1593905544, 3250, 0
95, 115.86403923, 40.1493479364, 14000, 2
413, 116.424349335, 39.8880757723, 20000, 2
493, 116.359129829, 40.0689931627, 13000, 4
148, 116.176590945, 40.1593905544, 14000, 0
407, 116.528722105, 39.9685072033, 20000, 3
236, 116.346087412, 40.0087080307, 20000, 4
467, 116.541770206, 39.857902604, 16437.107122938778, 12
337, 116.215695511, 40.1493479364, 12239.469605868271, 7
130, 116.189625065, 39.9484032343, 13333.436280523683, 5
24, 115.838020432, 39.5859934457, 13000, 3
