OID_,lat,Long,price,Rent,Capacity,district
553,39.86113800000,116.43839800000,100440,1406,13,4
554,39.87126800000,116.27497900000,57462,804,24,4
555,40.40294000000,117.04225400000,31135,435,22,15
556,39.77537500000,116.73507600000,25256,354,13,9
557,40.42113500000,116.02027900000,28225,394,13,16
558,39.73305600000,116.42881100000,46825,655,14,12
559,39.95639600000,116.37625900000,174085,2437,19,2
560,39.67515100000,116.72127700000,32352,452,12,9
561,39.74944900000,116.18281900000,30941,433,13,8
562,39.98405800000,116.47675200000,35530,498,14,3
563,39.77728800000,116.02758200000,18920,265,24,8
564,39.96006700000,116.28025100000,144222,2019,74,6
565,39.96820500000,116.52422600000,127612,1786,26,3
566,40.45153000000,115.95823400000,30383,424,18,16
567,40.04432700000,116.32612200000,82553,1155,51,6
568,39.90152100000,116.12161200000,29075,406,21,7
569,40.13424400000,116.14862800000,39634,554,26,11
570,39.63812700000,116.55727200000,22237,310,10,12
571,39.70460300000,116.66410300000,32352,452,38,9
572,40.05677500000,116.38396700000,62119,870,21,11
573,40.14813900000,116.18673400000,60102,841,36,6
574,40.02712100000,116.51177200000,113719,1592,26,3
575,40.22943100000,116.12284000000,25612,358,25,11
576,39.62407500000,116.39379500000,36887,516,21,12
577,39.79034400000,116.15422200000,45684,639,14,4
578,39.83443800000,116.38182600000,87382,1222,25,4
579,39.92231500000,116.66894300000,64655,904,30,9
580,39.94589400000,116.47709100000,114054,1597,36,3
581,40.43665300000,116.56237600000,25843,362,17,13
582,39.81464500000,116.28145800000,68164,954,23,4
583,39.82136300000,115.89075400000,21053,295,22,8
584,39.83021300000,116.27882800000,35195,493,10,4
585,40.01232000000,116.72205000000,37374,523,19,9
586,40.05786400000,116.34474400000,87776,1228,10,6
587,39.91455800000,116.01601800000,44677,625,13,7
588,40.20541000000,116.27624900000,28672,402,10,11
589,39.78112100000,116.11402700000,47036,658,7,8
590,39.61962600000,116.46095500000,23039,322,13,12
591,39.90194600000,116.29856000000,128243,1795,14,6
592,40.09085700000,116.66754500000,39959,559,2,10
593,39.86857500000,116.66358400000,45482,637,9,9
594,40.15624600000,116.61850900000,33288,465,20,10
595,40.08641200000,115.94649300000,18872,264,26,7
596,39.69852600000,116.02437300000,20292,284,20,8
597,39.91340500000,116.29902400000,139722,1956,25,6
598,40.01777800000,116.36478400000,123952,1735,19,3
599,39.79489500000,116.75615200000,25256,354,21,9
600,39.60314400000,116.12987300000,16770,235,25,8
601,40.16677500000,116.20353000000,29305,410,28,11
602,39.83345300000,116.17216600000,46492,650,37,4
603,39.73839600000,116.16822600000,40402,565,20,8
604,39.58970000000,115.87796900000,20764,290,19,8
605,39.98652100000,116.64344200000,83032,1162,23,9
606,39.92314100000,116.21237200000,76973,1077,30,6
607,39.63104600000,115.97380500000,13970,195,28,8
608,40.01613300000,116.43973600000,84146,1178,13,3
609,39.80264500000,116.49301800000,71377,999,23,12
610,39.74250900000,116.50818400000,68773,962,19,12
611,39.78120100000,116.16634000000,34332,481,23,8
612,40.20412600000,117.07040200000,53531,750,25,14
613,39.66471400000,115.99639200000,16895,236,25,8
614,39.70612900000,116.07211400000,33965,475,25,8
615,39.81359700000,116.53252200000,77600,1086,16,12
616,39.68204200000,116.16384500000,21904,307,26,8
617,39.92348700000,116.43777600000,128917,1804,20,3
618,39.92491400000,116.26010300000,122682,1717,25,6
619,40.05846700000,116.32529700000,70792,991,20,6
620,39.95862500000,116.12725800000,44474,622,13,5
621,39.84180200000,116.10361100000,26296,368,21,4
622,39.78258400000,116.48179600000,55615,778,9,12
623,39.80695400000,116.50359300000,55847,782,18,12
624,39.91271500000,116.77142000000,37021,518,13,9
625,40.08460700000,116.23210800000,71130,996,13,6
626,39.75227200000,116.17452500000,30941,433,11,8
627,39.92575800000,116.28044600000,102764,1438,13,6
628,40.20575400000,116.29955900000,33155,464,9,11
629,40.12933600000,116.51805400000,59994,840,26,10
630,39.71485100000,116.00243700000,27013,378,13,8
631,39.95747200000,116.30327600000,131387,1839,13,6
632,39.92845000000,116.38684400000,169993,2379,26,2
633,40.11112100000,116.13049000000,58483,818,19,6
634,40.06694100000,116.90953600000,28274,396,22,10
635,40.14334000000,116.81578900000,29212,409,22,10
636,40.04073500000,115.98081000000,18872,264,19,7
637,40.10948900000,116.15125700000,52151,729,13,6
638,39.58913800000,116.40030100000,36887,516,14,12
639,39.51385500000,116.28863900000,27712,387,25,12
640,39.65389300000,116.66660200000,32053,448,19,12
641,39.84067800000,116.49721500000,50731,710,29,3
642,39.66899400000,116.27731500000,34729,486,18,12
643,39.76366500000,116.21058200000,48257,675,29,8
644,39.91110400000,116.08486900000,54890,768,37,7
645,40.09759700000,116.07915000000,58483,818,9,6
646,40.15647000000,116.45570000000,62909,880,28,11
647,39.78707100000,116.31240300000,41370,579,20,4
648,39.72133600000,116.45682500000,120149,1682,73,12
649,40.41707600000,116.69434800000,20072,280,22,13
650,40.05280800000,116.28564100000,109122,1527,25,6
651,39.90364800000,116.38625900000,182792,2559,53,2
652,39.84830500000,116.70422900000,41310,578,24,9
653,39.66648800000,116.37272900000,16997,237,23,12
654,39.98044200000,116.69907000000,37374,523,20,9
655,40.04812000000,116.49569300000,94028,1316,19,3
656,40.08683000000,116.64540000000,21013,294,50,10
657,40.14610100000,116.30881600000,72716,1017,14,11
658,39.95085500000,116.53520200000,60992,854,17,3
659,39.90013100000,116.71341800000,62564,876,31,9
660,39.96350100000,116.50653400000,133234,1864,10,3
661,39.90547800000,116.13914000000,68788,963,36,7
662,40.22313300000,116.23314300000,53160,744,20,11
663,39.82731700000,116.62518500000,21374,298,50,9
664,39.92901800000,116.19333900000,61256,858,5,5
665,39.73339500000,116.59365500000,22291,312,24,9
666,39.98039100000,116.30140200000,124800,1747,24,6
667,40.22942900000,116.30577300000,47114,660,25,11
668,39.60969200000,115.78343100000,32831,459,37,8
669,39.95127500000,116.22341800000,88682,1242,21,6
670,39.88318300000,116.21835900000,78635,1100,16,5
671,40.20221400000,116.65647800000,48564,680,36,10
672,40.10109400000,116.08614900000,58483,818,75,6
673,39.74825800000,116.09019600000,59705,836,18,8
674,39.70265600000,115.98524900000,27175,380,29,8
675,39.65800200000,116.79054900000,22872,320,20,9
676,39.58689400000,116.44049900000,36887,516,24,12
677,39.81574900000,116.58029600000,72799,1018,13,9
678,40.43295700000,116.95719500000,20335,284,25,15
679,39.90198900000,116.33924400000,165541,2317,13,2
680,39.95199100000,116.68875400000,33515,469,53,9
681,40.20907600000,116.68200700000,50000,699,28,10
682,40.20519100000,116.23821600000,27426,384,24,11
683,39.87444300000,116.41961100000,123353,1726,60,1
684,39.99112700000,116.35461800000,129822,1818,25,6
685,39.87139200000,116.65438700000,44514,622,12,9
686,39.74032200000,116.53057100000,45354,634,12,9
687,39.89587500000,116.26606500000,69668,975,19,6
688,39.65584000000,116.37100900000,16997,237,13,12
689,40.09880500000,116.61903200000,24299,339,12,10
690,39.63702300000,116.23280500000,18860,264,28,12
691,40.53459400000,116.00993300000,24172,338,18,16
692,40.24841100000,116.67987800000,36103,505,19,13
693,39.86395500000,116.57307700000,57002,798,20,3
694,39.86811500000,116.32137200000,77635,1087,20,4
695,40.53726600000,116.34592100000,21430,300,19,16
696,39.86563200000,116.67868400000,52208,730,10,9
697,39.68983500000,116.05648700000,18427,258,14,8
698,39.84887200000,116.47466300000,52952,741,13,3
699,40.07352500000,116.28941300000,69343,970,20,11
700,39.82829300000,116.03548100000,25186,352,25,8
701,39.62630200000,116.05353500000,15167,212,25,8
702,40.20410600000,116.58634500000,36782,514,37,10
703,39.86262100000,116.46281400000,108362,1516,16,3
704,39.89332800000,116.34865300000,135209,1892,13,2
705,40.42120900000,116.76835500000,14186,199,14,15
706,40.15760800000,116.38209800000,44412,621,19,11
707,39.56114600000,116.38380400000,36887,516,25,12
708,39.64371800000,116.06691900000,17582,246,20,8
709,39.92895600000,116.57849500000,56714,794,19,3
710,39.71552400000,116.77207500000,39278,549,18,9
711,40.32838900000,116.62662100000,37780,529,23,13
712,40.00720300000,116.39235500000,87241,1221,13,3
713,39.67784400000,116.33885700000,30388,426,12,12
714,39.73846900000,116.18974200000,55008,770,26,8
715,39.89838600000,116.46097500000,91246,1278,25,3
716,39.85013400000,116.17995700000,40027,560,28,4
717,39.77532000000,116.22663500000,32162,450,13,8
718,39.98861300000,116.42594000000,127609,1786,20,3
719,39.91412000000,116.12087600000,36071,505,19,7
720,39.67920200000,116.08504900000,38023,532,5,8
721,39.96789200000,115.97984800000,15660,219,24,7
722,40.37218300000,116.85944600000,31561,441,14,15
723,39.94003500000,116.65889600000,62590,876,21,9
724,40.00667100000,116.70257400000,37374,523,19,9
725,40.01362400000,116.31379500000,149813,2097,26,6
726,39.79001900000,116.53888300000,79648,1114,25,12
727,39.86843400000,116.36967000000,71759,1004,12,4
728,39.90890300000,116.41426600000,132845,1860,63,1
729,39.86637900000,115.81639900000,19315,270,13,8
730,39.62745600000,115.90612100000,15260,213,18,8
731,39.90133100000,116.35449700000,261216,3657,29,2
732,39.69409700000,116.50154800000,45354,634,13,12
733,39.94702400000,116.31997600000,84361,1180,25,6
734,39.87725500000,116.34728600000,125779,1760,20,2
735,39.90520800000,116.60373900000,53634,751,25,3
736,40.10632100000,116.51184800000,59994,840,12,10
737,39.69833400000,116.11743100000,17905,250,27,8
738,40.16967800000,116.58168100000,33690,471,10,10
739,39.77145900000,116.88159200000,26650,373,26,9
740,40.05255800000,116.88933400000,28274,396,13,10
741,39.80905900000,116.33468200000,56082,784,21,4
742,39.85178100000,116.39467200000,59230,829,18,4
743,39.97162700000,116.54937200000,141744,1984,20,3
744,40.16610800000,117.13929800000,27476,385,21,14
745,39.66318500000,116.33636400000,30388,426,29,12
746,40.05429200000,116.09796600000,30712,429,28,6
747,39.78374900000,116.19391300000,47263,661,13,4
748,39.85733700000,116.54084300000,29742,416,21,3
749,40.33973900000,116.60665000000,34489,482,14,13
750,40.30845700000,116.62383500000,35566,498,20,13
751,40.28532500000,115.99465300000,14530,204,20,11
752,39.95626400000,116.27492800000,128993,1806,25,6
753,39.98010400000,116.23675200000,87805,1228,13,6
754,40.22178200000,116.19970600000,30341,424,10,11
755,40.36058100000,116.65940600000,29676,415,26,13
756,40.00576000000,116.40246800000,81440,1140,22,3
757,40.17344200000,116.08849600000,42740,598,19,11
758,40.08719800000,116.60643300000,34891,488,26,10
759,40.06101000000,116.52766600000,102298,1431,36,3
760,39.88443900000,116.10035100000,36244,507,13,7
761,40.28371600000,116.20011500000,25804,361,19,11
762,40.17354600000,116.30574400000,41982,588,13,11
763,40.17037100000,116.63183800000,33288,465,19,10
764,39.95074500000,116.08545400000,33186,464,25,7
765,39.70442600000,116.24368200000,32590,456,14,12
766,39.95101900000,116.70701500000,58984,825,29,9
767,39.93365000000,116.44632600000,94325,1320,19,3
768,39.89822100000,116.37588200000,161096,2254,13,2
769,39.75285100000,116.49385500000,68773,962,28,12
770,39.83613300000,116.29016200000,58182,814,36,4
771,39.97583700000,115.72007200000,14778,206,5,7
772,40.07095300000,116.58636200000,44666,625,26,3
773,40.20750500000,116.73188800000,36500,511,10,10
774,39.92418000000,116.52566700000,62281,872,25,3
775,40.22450900000,116.66259500000,31157,435,19,10
776,40.00373300000,116.56523000000,125318,1754,13,3
777,39.84022500000,116.45365600000,56135,786,22,3
778,39.83302500000,116.81621800000,26650,373,13,9
779,39.77510200000,116.56074800000,24419,342,26,12
780,40.16226400000,116.30561200000,41982,588,19,11
781,39.90012800000,116.44735900000,115804,1621,28,3
782,39.78647300000,115.56642800000,15468,216,18,8
783,39.93490000000,116.63578000000,50828,711,22,9
784,40.01640900000,116.64162600000,27128,379,12,9
785,39.77409100000,116.15116100000,36287,507,28,4
786,40.03736100000,116.36447800000,89676,1255,10,6
787,40.03439000000,116.44355600000,72293,1011,22,3
788,39.92745000000,116.13254800000,42348,592,12,5
789,39.96331100000,116.35753400000,129804,1816,20,6
790,40.01370300000,116.25297200000,114893,1608,24,6
791,39.75410000000,116.53743000000,45425,636,25,9
792,40.19884600000,116.07906900000,27638,386,20,11
793,39.78286100000,116.16299700000,34332,481,52,8
794,39.92887900000,116.17718500000,60967,853,13,5
795,40.03630900000,116.40211100000,91844,1286,25,3
796,39.97502700000,116.38053900000,76260,1068,25,3
797,40.00221700000,116.25083400000,92785,1298,20,6
798,39.83145100000,116.61753200000,21374,298,19,9
799,39.93360400000,116.08304500000,34877,488,36,7
800,39.63718100000,116.45230300000,36887,516,18,12
801,40.07437000000,116.99841500000,27466,384,13,14
802,39.76112600000,116.68458200000,30665,429,20,9
803,40.08998400000,116.53834100000,51803,724,16,10
804,40.06664300000,116.65657900000,36216,507,20,10
805,40.24887900000,116.12896100000,24586,344,28,11
806,40.13124300000,116.58737200000,17747,248,30,10
807,40.16659800000,116.76371700000,29212,409,14,10
808,40.48942500000,115.97015600000,38471,538,18,16
809,40.13784200000,117.09045700000,26093,364,18,14
810,39.91499700000,116.34208900000,179434,2511,37,2
811,39.86209200000,116.25131500000,66337,928,14,4
812,40.16831300000,116.24700600000,59515,832,37,11
813,40.03643500000,116.24207900000,116572,1632,24,6
814,40.18902600000,116.64186600000,34212,478,25,10
815,39.99020200000,116.20553600000,77834,1089,15,6
816,39.97205300000,116.36346000000,123926,1735,25,6
817,39.99235300000,116.03884000000,18872,264,9,7
818,39.98922200000,116.38175000000,111245,1557,19,3
819,39.72172100000,116.34245500000,36550,511,25,12
820,39.89191800000,116.65423900000,48413,678,13,9
821,39.88466900000,116.40268900000,112636,1576,70,1
822,39.94093900000,116.55070300000,56563,792,13,3
823,39.99270400000,116.44349900000,81379,1138,25,3
824,39.96990400000,116.44898500000,143248,2005,7,3
825,40.04831100000,116.62191500000,19494,272,26,10
826,39.92493400000,116.18379000000,64718,906,18,5
827,39.75324700000,116.26898100000,42368,592,19,12
828,39.99666700000,116.67154500000,57982,811,2,9
829,39.98851400000,116.05987600000,28494,398,19,7
830,39.86448600000,116.70465800000,46746,654,29,9
831,40.02820400000,116.47005600000,105478,1477,35,3
832,39.89802900000,116.58563700000,59281,830,18,3
833,40.14706000000,116.74538600000,30895,432,25,10
834,39.84886200000,116.55483300000,64822,907,28,3
835,39.95811800000,116.12120500000,43298,606,19,5
836,39.95807600000,116.51753500000,77630,1087,24,3
837,39.73209600000,116.28729300000,41600,582,25,12
838,39.96461500000,116.43720800000,92154,1290,21,3
839,39.89114100000,116.44131800000,126138,1766,90,1
840,40.05172300000,116.31452200000,93936,1315,24,6
841,40.23265000000,116.55163700000,54400,762,25,10
842,39.66995000000,116.32763300000,30388,426,37,12
843,40.38165100000,116.78053600000,27460,384,13,15
844,39.88000300000,116.63123800000,41526,580,26,9
845,39.93515600000,116.67437100000,40252,564,25,9
846,39.86618600000,116.03125600000,36244,507,7,7
847,39.75893400000,116.63514400000,35905,502,18,9
848,39.76222000000,116.66188000000,30665,429,20,9
849,39.69770100000,116.42959800000,26716,374,9,12
850,40.14338300000,117.03400100000,30160,422,18,14
851,40.01562500000,116.35478200000,86190,1207,19,3
852,39.83893000000,116.47350900000,50518,706,19,3
853,39.84515000000,116.50920500000,58750,822,22,3
854,40.21933200000,116.29934400000,47114,660,18,11
855,39.82227300000,116.42475400000,50497,706,20,12
856,39.85527900000,116.59172000000,57002,798,37,3
857,40.13113000000,116.34758600000,62418,873,9,11
858,39.93257000000,116.72626900000,99046,1387,22,9
859,39.94514300000,116.42288600000,139340,1951,45,1
860,39.70142600000,115.95152800000,24808,346,37,8
861,40.15767800000,116.33975600000,38626,541,14,11
862,39.71582200000,116.65192900000,32352,452,22,9
863,39.99671700000,116.48964800000,150472,2107,29,3
864,39.91440800000,116.25188700000,126815,1776,25,6
865,39.66647200000,116.35070900000,30388,426,13,12
866,40.03945000000,116.68629100000,31979,447,19,10
867,39.90845200000,116.45886700000,146659,2053,19,3
868,39.89378800000,116.42002600000,145967,2043,30,1
869,39.88794500000,116.26271900000,121538,1701,10,4
870,40.04626900000,116.64350900000,19494,272,23,10
871,40.05127800000,116.24045100000,116572,1632,13,6
872,39.60551300000,116.02772800000,15257,213,9,8
873,40.19631000000,116.51152300000,27347,382,2,10
874,39.82406500000,116.76684500000,21545,301,23,9
875,40.08523400000,116.35861900000,52738,738,13,11
876,39.67874900000,116.45345300000,26716,374,13,12
877,39.63195800000,116.73558900000,22872,320,21,9
878,40.07657800000,116.17837400000,77508,1084,20,6
879,39.84036600000,116.61539700000,21374,298,13,9
880,39.72589400000,116.70836100000,30665,429,8,9
881,39.79241900000,116.45117900000,26821,375,29,12
882,39.86646200000,116.59850200000,77771,1088,9,3
883,40.04417800000,116.57760500000,30842,432,19,10
884,40.02572600000,116.56525700000,72074,1009,14,3
885,39.68868300000,116.69886500000,32352,452,14,9
886,39.82663300000,116.41259100000,44759,626,13,12
887,39.87978600000,116.57059900000,47737,668,12,3
888,40.22148000000,116.25543000000,43373,607,15,11
889,39.91114700000,116.34423200000,165160,2312,25,2
890,39.90359500000,116.19404600000,50059,700,12,5
891,40.05653500000,116.35793800000,96904,1357,9,6
892,40.08683000000,116.25006000000,100151,1401,9,6
893,40.34584600000,116.57350600000,22456,314,10,13
894,39.79613800000,116.43631800000,47784,668,12,12
895,39.79335900000,116.11121000000,47036,658,25,4
896,39.64620100000,116.15632900000,16770,235,27,8
897,39.95311500000,116.20685000000,213599,2990,19,6
898,40.08366900000,116.32789300000,54917,769,13,11
899,39.93780800000,116.56578800000,92039,1288,13,3
900,40.40328600000,116.50533500000,25843,362,5,13
901,40.17050400000,116.67401700000,47616,667,13,10
902,39.71889100000,116.32407700000,39215,549,13,12
903,39.97290300000,116.44160300000,130459,1826,36,3
904,40.03755400000,116.48601200000,145226,2032,12,3
905,39.74693300000,116.44712100000,49963,699,25,12
906,39.74218700000,116.48021200000,120149,1682,13,12
907,39.95715200000,116.38072900000,128500,1798,7,2
908,39.74258000000,116.57839900000,22291,312,25,9
909,39.73396300000,116.31590200000,51221,717,24,12
910,39.89158400000,116.48041000000,86671,1213,25,3
911,39.76741500000,116.33915700000,65075,910,20,12
912,39.89217600000,116.59064500000,45784,640,25,3
913,39.99083500000,116.49877400000,63823,894,74,3
914,40.32873200000,116.76136300000,17708,248,3,15
915,39.94944900000,116.56970000000,62642,877,25,3
916,40.08375800000,116.21235200000,71130,996,9,6
917,40.13447400000,116.94017700000,22175,310,21,10
918,39.70512200000,116.03377000000,20292,284,19,8
919,39.95087700000,116.33882200000,88201,1234,28,6
920,40.07774100000,116.48393400000,87445,1224,24,3
921,39.74121500000,116.31452800000,42271,591,13,12
922,39.99633200000,116.59257800000,125318,1754,18,3
923,39.65460400000,115.95606700000,30620,428,18,8
924,39.83553200000,116.41608600000,83861,1173,19,4
925,39.81137500000,116.30391800000,81966,1147,18,4
926,39.77826500000,116.50544100000,35286,494,20,12
927,40.23398800000,116.42203800000,34348,481,51,11
928,40.00084700000,116.27352900000,107938,1510,18,6
929,39.87009800000,116.39869000000,114031,1596,63,1
930,40.03627800000,116.49557500000,145226,2032,3,3
931,40.06368900000,116.54059000000,136212,1906,25,10
932,39.64007200000,116.32944700000,18632,260,25,12
933,39.91796900000,116.10956300000,35672,499,24,7
934,39.94976300000,116.52399600000,111791,1564,18,3
935,39.84514300000,116.57698200000,75462,1056,22,3
936,40.17727600000,116.36506900000,28457,398,24,11
937,39.90111000000,116.42127600000,126564,1772,33,1
938,40.22850100000,116.38228100000,24269,339,10,11
939,39.86854200000,116.77467900000,37872,530,13,9
940,39.81620100000,116.16808000000,40768,571,13,4
941,39.96064400000,116.26958000000,87482,1225,73,6
942,39.95629500000,116.50022000000,77548,1086,24,3
943,39.73766400000,116.53937600000,28595,400,28,9
944,39.90652400000,116.17604000000,50741,710,25,5
945,40.04803700000,116.42877100000,116249,1627,19,3
946,40.17389300000,116.39028600000,39049,547,19,11
947,40.02315700000,116.53322900000,100999,1413,19,3
948,39.72489900000,116.13282100000,32784,458,24,8
949,39.87354700000,116.15417000000,42118,589,25,4
950,39.88298300000,116.41773200000,122887,1720,40,1
951,40.21428000000,116.56559100000,54400,762,13,10
952,39.77729400000,116.71846000000,30665,429,25,9
953,39.91920800000,116.46980200000,116396,1629,13,3
954,39.90929000000,116.53664000000,60623,848,12,3
955,39.94889500000,116.18334900000,55319,774,50,5
956,40.09309200000,116.62794400000,24299,339,25,10
957,39.79830900000,116.33706000000,50124,702,20,12
958,39.77112400000,116.11621900000,47036,658,25,4
959,39.84535400000,116.26277000000,64448,902,17,4
960,39.67485200000,116.03959300000,23100,324,37,8
961,40.12621800000,116.53989800000,40187,562,13,10
962,39.82360000000,116.50556800000,29815,417,27,3
963,40.19173100000,116.47155300000,31126,435,18,11
964,39.70889100000,116.36527000000,31079,435,24,12
965,39.92209100000,116.16085300000,90001,1260,9,5
966,40.22147700000,116.20901000000,33022,462,28,11
967,39.87032800000,116.07680500000,23516,328,18,7
968,40.00878500000,116.66277600000,42850,600,12,9
969,39.87805000000,116.43283900000,131998,1848,93,1
970,39.70452800000,116.49328000000,120149,1682,26,12
971,39.60997300000,116.32176100000,54551,763,19,12
972,39.78438900000,116.53063700000,30605,428,9,12
973,39.91160300000,116.66799500000,41107,576,51,9
974,40.02734500000,116.16823800000,65754,920,73,6
975,40.21536600000,116.34280200000,28037,392,24,11
976,39.92110300000,116.09352800000,50810,711,25,7
977,39.82190200000,116.56307100000,37346,523,25,9
978,40.08949700000,117.09963200000,22588,316,13,14
979,40.24432900000,116.20805300000,42818,600,25,11
980,39.62114200000,116.11123000000,17582,246,13,8
981,39.68612700000,116.07725600000,38023,532,6,8
982,39.67158700000,116.39628700000,16997,237,20,12
983,40.09528800000,116.40063300000,53004,741,13,11
984,40.05080400000,116.53809700000,50544,708,27,3
985,39.96616700000,116.33229600000,121388,1699,25,6
986,39.87331200000,116.35941700000,139162,1948,21,2
987,39.89084800000,116.29872600000,91354,1279,13,4
988,40.22793600000,116.15625600000,40560,567,28,11
989,39.78384400000,116.28299200000,36797,514,27,12
990,39.80618300000,116.54912200000,13974,195,73,9
991,39.70142600000,115.95152800000,24808,346,19,8
992,39.76303400000,116.81817500000,21588,302,9,9
993,39.85044600000,116.56341900000,75462,1056,25,3
994,39.88519100000,116.37138200000,218734,3062,25,2
995,40.19465500000,116.32906300000,45008,630,10,11
996,40.35176200000,116.64058600000,34946,489,19,13
997,40.12775400000,116.40831700000,38934,544,25,11
998,40.09054900000,116.26929500000,114906,1609,24,11
999,40.03916100000,116.52032300000,111302,1558,13,3
1000,39.97554000000,116.38624900000,98934,1384,24,3
1001,39.94998700000,116.38375400000,178325,2496,10,2
1002,40.09029200000,116.31686700000,54462,762,18,11
1003,40.02006300000,116.40109600000,93313,1306,18,3
1004,39.85850000000,116.69020700000,46264,648,25,9
1005,39.90159200000,116.10635000000,59983,840,9,7
1006,39.67915400000,116.75394400000,30665,429,19,9
1007,39.63380900000,116.76359400000,22872,320,9,9
1008,39.73358000000,116.84213700000,26650,373,50,9
1009,40.03509500000,116.38374400000,98658,1381,25,6
1010,39.97766200000,116.19066800000,73169,1024,24,6
1011,39.93277900000,116.36710600000,165994,2324,18,2
1012,40.06266900000,116.16723300000,78218,1095,20,6
1013,40.09491600000,116.32882700000,67672,948,35,11
1014,39.63145800000,115.94130700000,13970,195,20,8
1015,40.10093600000,116.38880900000,79896,1118,25,11
1016,39.81904700000,116.67617000000,40973,573,18,9
1017,39.76252200000,116.02602100000,18920,265,28,8
1018,40.05080200000,116.26332300000,105916,1483,24,6
1019,39.79550800000,116.43318600000,47784,668,13,12
1020,39.89221500000,116.37848700000,145807,2041,13,2
1021,40.37382200000,116.83145700000,32599,456,2,15
1022,39.80480500000,116.08749200000,29054,406,17,4
1023,39.65616000000,116.35133400000,30388,426,27,12
1024,39.99341600000,116.50626500000,63823,894,13,3
1025,40.06167600000,116.50073000000,94028,1316,13,3
1026,39.55487400000,116.45789400000,36887,516,17,12
1027,39.76271500000,116.57619300000,22291,312,20,9
1028,40.17882800000,116.64891900000,34758,487,25,10
1029,39.72621700000,116.46775200000,120149,1682,14,12
1030,39.86448900000,116.44750500000,63492,889,13,3
1031,39.67602700000,116.37727500000,16997,237,20,12
1032,39.95910900000,116.48566200000,88205,1234,16,3
1033,39.91719800000,116.19062000000,55555,777,73,5
1034,39.81839100000,116.45246900000,56603,792,13,12
1035,40.01181800000,116.55898500000,123116,1723,20,3
1036,39.66372200000,116.31663600000,48247,675,18,12
1037,40.02666900000,116.32933400000,145956,2043,36,6
1038,40.04347300000,116.29989700000,38779,542,6,6
1039,40.19641400000,116.55665100000,33690,471,26,10
1040,40.03144600000,116.61306900000,31696,444,12,10
1041,39.98537800000,116.36450500000,122063,1708,73,6
1042,39.94316200000,116.37655500000,188776,2642,9,2
1043,40.29802900000,117.06553900000,53531,750,10,14
1044,39.80534200000,116.35814500000,109609,1534,25,4
1045,40.06502900000,116.40032800000,55998,783,13,11
1046,39.97289600000,116.23071800000,32652,457,24,6
1047,40.36788800000,116.85844400000,28153,393,19,15
1048,40.15254700000,116.83295800000,27338,382,22,10
1049,40.19273200000,116.28590400000,55252,774,36,11
1050,39.84341200000,116.54266400000,68609,960,13,3
1051,40.14429100000,116.27816000000,38158,534,56,11
1052,39.95287900000,116.47190500000,68092,952,12,3
1053,40.28218900000,116.42345300000,34348,481,13,11
1054,40.04339600000,116.30825400000,44545,624,13,6
1055,39.65697300000,116.03307300000,20809,291,21,8
1056,40.03623600000,116.48143000000,145226,2032,19,3
1057,39.85600000000,116.42910000000,70223,982,25,4
1058,39.80952300000,116.10711100000,47036,658,14,4
1059,39.94096600000,116.74457500000,37021,518,49,9
1060,39.95366400000,116.65296700000,51152,716,13,9
1061,39.96575700000,116.13855000000,43175,604,25,5
1062,40.13739200000,116.68524000000,32942,460,19,10
1063,40.02047600000,116.67587800000,31979,447,24,10
1064,39.70101900000,116.32620300000,40028,560,25,12
1065,40.29725200000,116.71274700000,27012,378,13,13
1066,39.85007400000,116.33829300000,59606,834,28,4
1067,40.30035400000,116.22307000000,59591,834,25,11
1068,40.12881100000,116.50902300000,67456,944,10,10
1069,40.24551500000,116.11515700000,27113,379,19,11
1070,40.20469100000,116.22047600000,45907,643,10,11
1071,40.03490400000,116.56745700000,72074,1009,9,10
1072,40.15479700000,117.00262700000,30160,422,5,14
1073,39.90110400000,116.08617400000,26225,367,2,7
1074,39.74707400000,116.03679300000,22786,319,9,8
1075,40.01110000000,116.09576500000,26272,368,24,7
1076,39.81329900000,116.65093600000,40973,573,21,9
1077,39.76133400000,116.61508500000,35905,502,24,9
1078,40.14037400000,116.97445200000,30160,422,27,14
1079,39.93201100000,116.37807900000,171026,2394,20,2
1080,39.80785000000,116.15818900000,49362,691,9,4
1081,40.05661200000,116.74381200000,60620,848,18,10
1082,39.73303600000,116.11165900000,24176,338,20,8
1083,39.77379000000,116.25398700000,36797,514,25,12
1084,40.09440200000,116.15686200000,52151,729,2,6
1085,39.99351500000,116.34262500000,127018,1778,20,6
1086,39.86989600000,116.69107900000,47453,664,17,9
1087,39.81650800000,116.79030000000,21545,301,12,9
1088,39.85715300000,116.40573900000,66967,937,13,4
1089,39.94886500000,116.30551500000,127309,1782,24,6
1090,39.87814600000,116.38444500000,128311,1796,10,2
1091,39.93658900000,116.22457700000,74233,1039,24,6
1092,39.86109900000,116.39087800000,84943,1189,45,1
1093,40.16198200000,116.60532300000,33288,465,9,10
1094,40.28890300000,116.74670100000,26147,366,9,15
1095,39.87570100000,116.64164300000,46306,648,19,9
1096,40.12492800000,116.49212600000,95129,1332,19,10
1097,40.13080400000,117.11663800000,22588,316,19,14
1098,39.71480300000,116.39068600000,32449,454,18,12
1099,40.11024000000,116.36797300000,62418,873,19,11
1100,39.63154700000,116.30320600000,36733,514,18,12
